Date,Product_ID,Category,Size,Color,Units_Sold,Stock_On_Hand,Restock_Quantity,Store_Location,Return_Flag,Price,Season
2021-01-10,P7608,Jeans,S,Black,9,60,0,Delhi,1,708.68,Monsoon
2021-01-10,P7090,Jackets,L,White,0,87,0,Mumbai,0,586.53,Winter
2021-01-10,P8712,Jackets,L,Blue,8,50,0,Delhi,1,1056.53,Winter
2021-01-10,P3600,Dresses,L,White,19,6,30,Hyderabad,1,1659.51,Festive
2021-01-11,P3649,Tops,XL,White,19,71,0,Delhi,1,576.82,Winter
2021-01-11,P3324,Shirts,M,Black,14,68,0,Mumbai,0,1374.45,Monsoon
2021-01-11,P4725,Jackets,M,Red,13,17,50,Hyderabad,1,669.97,Winter
2021-01-11,P7266,Jeans,S,Red,16,94,0,Hyderabad,0,1621.39,Winter
2021-01-11,P9574,Dresses,L,Green,6,3,15,Delhi,1,508.99,Summer
2021-01-12,P4922,Dresses,XL,Green,9,23,0,Delhi,0,1862.39,Summer
2021-01-12,P5761,Tops,S,White,5,53,0,Hyderabad,1,1604.57,Summer
2021-01-12,P4443,Jackets,XL,Black,16,37,0,Hyderabad,1,491.94,Monsoon
2021-01-12,P1606,Shirts,S,White,0,26,0,Mumbai,0,884.0,Winter
2021-01-12,P5410,Jackets,L,Red,5,25,0,Delhi,0,970.09,Winter
2021-01-12,P2260,Jackets,S,Black,13,67,0,Mumbai,0,1329.22,Festive
2021-01-12,P4219,Tops,XL,Blue,16,88,0,Delhi,1,1029.42,Winter
2021-01-12,P4675,Shirts,XL,Blue,8,66,0,Hyderabad,0,1754.72,Summer
2021-01-12,P5093,Jackets,M,Green,19,67,0,Hyderabad,0,573.42,Winter
2021-01-12,P6714,Tops,S,Green,12,81,0,Mumbai,1,1280.64,Summer
2021-01-12,P2783,Shirts,L,White,15,13,15,Mumbai,1,1751.92,Summer
2021-01-12,P2625,Dresses,M,Red,4,33,0,Delhi,0,1081.66,Summer
2021-01-13,P7831,Jeans,L,Black,16,1,33,Delhi,1,1261.09,Winter
2021-01-13,P6604,Dresses,L,White,13,97,0,Mumbai,1,823.19,Monsoon
2021-01-13,P7262,Jeans,S,Red,1,54,0,Mumbai,1,860.25,Winter
2021-01-13,P2819,Dresses,M,Black,5,46,0,Mumbai,0,1843.05,Festive
2021-01-13,P2279,Jeans,XL,Red,8,36,0,Hyderabad,0,540.17,Winter
2021-01-14,P3906,Jeans,XL,Black,8,45,0,Mumbai,1,1285.72,Winter
2021-01-14,P3376,Jackets,L,Black,9,23,0,Hyderabad,1,715.77,Monsoon
2021-01-14,P2512,Jackets,XL,White,18,79,0,Delhi,1,620.7,Summer
2021-01-14,P2795,Tops,S,Red,17,83,0,Mumbai,1,1678.93,Summer
2021-01-14,P5066,Jeans,S,Black,8,1,47,Hyderabad,0,1756.28,Summer
2021-01-14,P8687,Jeans,S,White,1,7,8,Delhi,0,855.61,Summer
2021-01-14,P2724,Dresses,M,Black,3,11,41,Delhi,0,1410.74,Winter
2021-01-15,P9551,Jackets,L,Blue,14,53,0,Delhi,0,923.06,Festive
2021-01-15,P5105,Jeans,S,Blue,18,93,0,Delhi,1,422.13,Summer
2021-01-15,P3554,Shirts,XL,Black,12,22,0,Mumbai,1,1337.6,Monsoon
2021-01-15,P2336,Jackets,M,White,14,52,0,Mumbai,0,878.46,Summer
2021-01-15,P5747,Shirts,L,Blue,10,66,0,Delhi,1,735.92,Festive
2021-01-15,P3452,Dresses,L,Red,15,55,0,Hyderabad,0,999.71,Winter
2021-01-16,P9062,Tops,M,White,5,30,0,Hyderabad,1,967.53,Monsoon
2021-01-16,P7059,Jackets,M,Black,8,72,0,Mumbai,1,1143.33,Summer
2021-01-16,P8782,Jeans,M,Black,7,87,0,Mumbai,1,776.63,Winter
2021-01-16,P3570,Tops,S,Black,20,33,0,Hyderabad,0,1804.15,Festive
2021-01-16,P7683,Jackets,XL,White,20,14,10,Hyderabad,1,1131.98,Summer
2021-01-16,P3942,Shirts,S,Red,3,46,0,Delhi,0,1596.3,Festive
2021-01-16,P4213,Jackets,S,Black,6,42,0,Hyderabad,1,1006.44,Monsoon
2021-01-17,P9053,Dresses,L,Red,14,72,0,Delhi,0,1600.34,Festive
2021-01-17,P5904,Jeans,XL,Red,1,42,0,Delhi,1,1066.17,Summer
2021-01-17,P6029,Tops,XL,Green,13,96,0,Delhi,0,1536.19,Winter
2021-01-17,P1104,Dresses,XL,White,4,89,0,Delhi,1,1946.36,Festive
2021-01-17,P6287,Jackets,M,Blue,1,6,12,Mumbai,0,1441.42,Summer
2021-01-17,P4704,Jackets,L,Blue,5,70,0,Delhi,1,1987.57,Festive
2021-01-18,P4045,Dresses,L,White,2,30,0,Mumbai,1,1651.88,Monsoon
2021-01-18,P5977,Dresses,XL,Black,3,19,37,Delhi,1,1702.76,Summer
2021-01-18,P6139,Shirts,XL,Blue,16,5,23,Mumbai,1,802.37,Summer
2021-01-18,P2535,Jackets,XL,Green,12,17,12,Mumbai,0,824.56,Monsoon
2021-01-18,P2342,Tops,S,Red,20,6,2,Delhi,0,1249.16,Monsoon
2021-01-18,P9346,Dresses,L,White,15,10,48,Mumbai,0,1605.38,Summer
2021-01-18,P1729,Jeans,L,Green,14,63,0,Delhi,0,1774.23,Summer
2021-01-18,P1286,Tops,S,Green,3,83,0,Mumbai,1,1894.38,Winter
2021-01-18,P7391,Jeans,XL,Red,0,64,0,Hyderabad,0,1184.85,Festive
2021-01-18,P8101,Jeans,L,Blue,5,18,19,Mumbai,1,1393.14,Winter
2021-01-18,P2852,Tops,M,Blue,19,18,38,Delhi,1,842.03,Festive
2021-01-18,P9719,Dresses,M,Black,2,34,0,Delhi,1,955.22,Festive
2021-01-18,P5443,Jeans,S,White,10,14,35,Delhi,1,1689.34,Winter
2021-01-18,P3675,Shirts,M,White,17,49,0,Hyderabad,0,1275.12,Festive
2021-01-18,P9624,Jeans,M,White,2,22,0,Delhi,1,602.21,Festive
2021-01-19,P6618,Shirts,XL,Black,1,21,0,Mumbai,0,1353.57,Festive
2021-01-19,P3368,Jeans,S,White,16,30,0,Hyderabad,0,1391.33,Festive
2021-01-19,P7283,Jackets,XL,Green,1,98,0,Delhi,1,1467.17,Festive
2021-01-19,P3237,Tops,S,Green,0,27,0,Mumbai,0,890.16,Festive
2021-01-19,P6463,Jackets,XL,Black,0,9,41,Delhi,0,1172.23,Monsoon
2021-01-19,P7735,Jeans,L,Red,19,4,45,Delhi,0,1924.78,Festive
2021-01-19,P3177,Tops,XL,White,3,44,0,Delhi,0,780.6,Summer
2021-01-19,P1969,Tops,L,Green,17,66,0,Delhi,1,1836.99,Monsoon
2021-01-19,P2970,Dresses,S,Blue,11,36,0,Hyderabad,1,571.25,Monsoon
2021-01-20,P6472,Shirts,M,Green,20,67,0,Mumbai,0,1779.61,Summer
2021-01-20,P8348,Dresses,L,Red,11,56,0,Mumbai,0,1761.81,Monsoon
2021-01-20,P7434,Jackets,S,Green,11,88,0,Mumbai,1,1830.69,Summer
2021-01-20,P8057,Jeans,M,Blue,13,43,0,Delhi,1,865.05,Winter
2021-01-20,P9478,Shirts,L,Red,6,52,0,Hyderabad,1,536.89,Festive
2021-01-20,P5067,Jeans,L,Red,1,38,0,Hyderabad,1,1495.43,Festive
2021-01-20,P7238,Jackets,M,Red,10,53,0,Mumbai,1,1242.95,Festive
2021-01-20,P2624,Dresses,XL,Red,0,82,0,Delhi,0,1656.79,Festive
2021-01-20,P7708,Dresses,M,Blue,1,20,0,Delhi,0,465.84,Winter
2021-01-20,P4504,Tops,L,Green,6,1,28,Delhi,1,1493.43,Winter
2021-01-20,P6713,Jeans,XL,White,10,24,0,Delhi,0,776.66,Winter
2021-01-20,P4145,Jackets,M,Black,19,23,0,Delhi,0,1024.89,Festive
2021-01-20,P1401,Jackets,L,Black,4,16,40,Delhi,1,1910.3,Monsoon
2021-01-20,P7547,Jackets,M,White,4,85,0,Delhi,0,1111.14,Summer
2021-01-20,P3878,Jackets,L,Blue,2,73,0,Hyderabad,0,1448.19,Winter
2021-01-21,P3431,Jeans,M,Green,16,58,0,Hyderabad,0,812.95,Monsoon
2021-01-21,P5668,Tops,M,White,11,9,46,Mumbai,1,1386.11,Monsoon
2021-01-21,P9877,Jackets,L,Blue,14,20,0,Hyderabad,0,1078.21,Festive
2021-01-21,P8569,Tops,L,Blue,8,96,0,Hyderabad,1,902.3,Festive
2021-01-21,P2281,Jeans,M,Green,0,40,0,Delhi,0,1520.62,Festive
2021-01-21,P1440,Jeans,XL,Red,14,59,0,Delhi,1,973.74,Festive
2021-01-21,P1640,Shirts,L,Black,1,70,0,Delhi,0,391.28,Festive
2021-01-21,P4696,Shirts,L,Red,13,20,0,Delhi,1,418.42,Monsoon
2021-01-21,P9483,Jeans,L,Black,9,99,0,Delhi,1,1573.15,Summer
2021-01-21,P7231,Jeans,S,Green,1,75,0,Hyderabad,1,1760.83,Summer
2021-01-21,P5152,Jeans,M,White,18,61,0,Mumbai,0,727.23,Monsoon
2021-01-21,P1032,Tops,M,Black,20,64,0,Delhi,0,921.46,Winter
2021-01-21,P7577,Shirts,M,White,9,58,0,Hyderabad,0,1911.81,Monsoon
2021-01-21,P5570,Tops,XL,Red,0,9,18,Hyderabad,0,1584.6,Winter
2021-01-21,P4539,Jeans,S,Black,0,24,0,Hyderabad,0,1653.71,Summer
2021-01-22,P6985,Dresses,L,White,8,72,0,Mumbai,1,546.83,Festive
2021-01-22,P3822,Jeans,M,Green,19,70,0,Delhi,1,1048.71,Summer
2021-01-22,P5611,Shirts,M,Black,13,50,0,Hyderabad,0,1015.26,Summer
2021-01-22,P2694,Shirts,S,Blue,12,85,0,Hyderabad,1,1669.09,Winter
2021-01-22,P6912,Dresses,M,White,5,97,0,Hyderabad,1,754.35,Festive
2021-01-22,P6737,Dresses,XL,Blue,9,15,14,Hyderabad,0,952.73,Monsoon
2021-01-22,P3561,Shirts,L,White,5,5,25,Hyderabad,0,1253.5,Winter
2021-01-22,P2724,Jackets,XL,Green,20,1,5,Delhi,0,1939.91,Winter
2021-01-22,P7426,Jackets,S,Blue,18,95,0,Mumbai,0,358.57,Winter
2021-01-22,P3995,Jeans,M,Blue,9,27,0,Hyderabad,0,853.96,Winter
2021-01-22,P5258,Dresses,L,Black,18,25,0,Mumbai,1,410.81,Festive
2021-01-22,P4820,Tops,S,Red,1,97,0,Mumbai,0,1314.38,Winter
2021-01-22,P2490,Jackets,M,White,15,94,0,Mumbai,1,311.45,Monsoon
2021-01-22,P6012,Jeans,XL,White,16,71,0,Delhi,1,1041.03,Summer
2021-01-22,P5990,Jeans,L,Black,11,63,0,Hyderabad,1,544.12,Winter
2021-01-23,P5541,Dresses,L,Green,16,61,0,Hyderabad,1,713.4,Winter
2021-01-23,P2664,Dresses,L,Black,1,78,0,Mumbai,1,585.08,Monsoon
2021-01-23,P9582,Shirts,M,Red,3,99,0,Delhi,1,388.08,Festive
2021-01-23,P7290,Shirts,S,White,11,14,14,Delhi,1,1296.99,Festive
2021-01-23,P7695,Shirts,L,Blue,1,44,0,Mumbai,0,1146.56,Summer
2021-01-23,P1488,Dresses,M,Red,15,48,0,Hyderabad,0,1366.7,Festive
2021-01-23,P9122,Jeans,L,Black,1,87,0,Hyderabad,0,571.1,Monsoon
2021-01-23,P3433,Dresses,S,Black,12,43,0,Delhi,1,1159.06,Summer
2021-01-23,P5040,Dresses,L,Black,17,26,0,Hyderabad,1,1075.33,Festive
2021-01-23,P1444,Jeans,S,Red,11,100,0,Hyderabad,0,693.69,Festive
2021-01-23,P1821,Jackets,XL,Blue,4,26,0,Hyderabad,1,1998.95,Winter
2021-01-23,P5831,Jackets,S,Red,8,63,0,Mumbai,1,816.86,Summer
2021-01-23,P7138,Jeans,M,White,4,34,0,Mumbai,0,1333.98,Festive
2021-01-24,P9487,Shirts,L,White,4,36,0,Hyderabad,1,1573.7,Summer
2021-01-24,P4582,Dresses,S,Green,1,33,0,Delhi,0,644.75,Winter
2021-01-24,P6279,Jackets,S,White,9,93,0,Mumbai,0,607.89,Winter
2021-01-24,P7650,Tops,XL,Red,16,38,0,Hyderabad,1,1965.99,Winter
2021-01-24,P7422,Jeans,M,Red,13,5,30,Delhi,0,1240.21,Winter
2021-01-24,P4162,Shirts,M,Green,15,18,13,Delhi,1,570.58,Festive
2021-01-24,P8733,Dresses,S,Green,13,17,29,Hyderabad,1,1693.66,Summer
2021-01-24,P4560,Tops,S,Blue,17,34,0,Mumbai,0,328.73,Winter
2021-01-24,P5143,Shirts,XL,Green,14,30,0,Hyderabad,0,1345.91,Winter
2021-01-24,P5239,Dresses,XL,Blue,15,87,0,Hyderabad,0,432.26,Summer
2021-01-24,P5147,Tops,S,Red,4,35,0,Delhi,1,1405.4,Winter
2021-01-24,P9850,Shirts,L,Black,20,100,0,Mumbai,1,1307.56,Monsoon
2021-01-25,P9278,Shirts,M,White,11,81,0,Mumbai,1,506.97,Monsoon
2021-01-25,P2707,Jeans,XL,White,19,86,0,Mumbai,1,1665.33,Monsoon
2021-01-25,P2167,Shirts,XL,Red,1,59,0,Hyderabad,0,1484.95,Monsoon
2021-01-25,P9903,Jeans,L,Blue,16,54,0,Mumbai,0,697.66,Festive
2021-01-25,P4810,Jackets,XL,Green,19,77,0,Hyderabad,0,1655.82,Monsoon
2021-01-25,P1228,Dresses,L,White,13,23,0,Mumbai,0,1887.0,Festive
2021-01-25,P7224,Jackets,L,Blue,13,76,0,Delhi,0,441.39,Summer
2021-01-25,P9943,Jeans,XL,White,11,41,0,Mumbai,0,685.22,Festive
2021-01-25,P6767,Shirts,S,Black,13,25,0,Delhi,0,893.29,Summer
2021-01-25,P1077,Jeans,L,Green,15,28,0,Hyderabad,0,1198.81,Monsoon
2021-01-25,P5187,Tops,S,Red,17,13,2,Mumbai,0,689.27,Summer
2021-01-25,P1345,Dresses,XL,Red,20,62,0,Mumbai,0,560.18,Summer
2021-01-25,P4825,Dresses,L,White,19,46,0,Mumbai,0,800.32,Winter
2021-01-25,P5811,Jackets,S,White,4,87,0,Delhi,1,1574.31,Monsoon
2021-01-25,P8416,Jeans,M,Black,4,36,0,Hyderabad,1,1383.92,Summer
2021-01-26,P5145,Jeans,L,Blue,19,35,0,Delhi,0,324.36,Summer
2021-01-26,P3667,Dresses,S,Black,11,80,0,Hyderabad,1,1090.87,Festive
2021-01-26,P8185,Tops,L,Black,7,39,0,Mumbai,0,1741.33,Monsoon
2021-01-26,P7773,Shirts,L,Red,13,51,0,Hyderabad,0,1684.06,Festive
2021-01-26,P7201,Tops,M,Green,14,82,0,Mumbai,0,888.95,Winter
2021-01-26,P9118,Jeans,L,Red,9,62,0,Delhi,0,646.02,Summer
2021-01-26,P5894,Dresses,M,Green,10,88,0,Delhi,0,791.32,Winter
2021-01-26,P3237,Tops,L,Black,16,61,0,Hyderabad,0,656.49,Winter
2021-01-26,P8930,Tops,M,Green,8,64,0,Delhi,1,397.92,Monsoon
2021-01-26,P1110,Tops,M,White,5,91,0,Mumbai,1,1121.79,Winter
2021-01-27,P4853,Shirts,L,Blue,2,84,0,Delhi,0,1547.98,Festive
2021-01-27,P7782,Jeans,M,Black,3,98,0,Hyderabad,0,1333.16,Summer
2021-01-27,P1874,Jackets,L,Green,7,88,0,Mumbai,0,1275.76,Festive
2021-01-27,P9435,Shirts,M,Green,15,57,0,Hyderabad,0,1969.15,Festive
2021-01-27,P6439,Dresses,M,Black,20,33,0,Delhi,1,1082.32,Festive
2021-01-27,P7332,Shirts,S,Black,12,21,0,Delhi,1,1306.32,Monsoon
2021-01-27,P4846,Jeans,XL,Red,3,30,0,Mumbai,0,703.65,Winter
2021-01-27,P9508,Jackets,L,Red,2,38,0,Mumbai,0,621.45,Summer
2021-01-27,P6312,Dresses,S,Blue,10,4,17,Hyderabad,1,884.52,Summer
2021-01-27,P7185,Dresses,M,Red,20,85,0,Hyderabad,1,736.21,Winter
2021-01-27,P3851,Tops,XL,Red,3,29,0,Delhi,0,1594.0,Summer
2021-01-27,P2956,Shirts,S,Black,13,62,0,Mumbai,1,1741.11,Monsoon
2021-01-27,P1354,Shirts,S,Blue,20,12,34,Delhi,0,732.09,Festive
2021-01-28,P7721,Dresses,L,White,5,49,0,Hyderabad,1,1260.37,Monsoon
2021-01-28,P8428,Dresses,M,Black,12,9,35,Mumbai,1,1479.84,Summer
2021-01-28,P7812,Shirts,S,White,16,86,0,Delhi,0,1537.55,Summer
2021-01-28,P1646,Dresses,S,Red,15,81,0,Mumbai,0,1953.03,Festive
2021-01-28,P9006,Jackets,L,Green,15,94,0,Delhi,1,414.32,Summer
2021-01-28,P8143,Jackets,S,Blue,11,85,0,Mumbai,1,638.01,Summer
2021-01-28,P6874,Dresses,M,White,0,74,0,Mumbai,0,823.25,Summer
2021-01-29,P7074,Shirts,S,Red,4,9,31,Delhi,1,456.85,Summer
2021-01-29,P5338,Dresses,XL,White,17,24,0,Delhi,1,1366.09,Festive
2021-01-29,P9376,Dresses,M,Red,1,26,0,Mumbai,0,347.32,Winter
2021-01-29,P5361,Jackets,XL,Blue,5,65,0,Mumbai,1,1914.76,Winter
2021-01-29,P6365,Dresses,S,White,0,82,0,Mumbai,0,1967.21,Winter
2021-01-29,P5412,Jackets,L,White,4,11,25,Delhi,0,1418.9,Winter
2021-01-29,P9448,Jackets,M,Green,13,31,0,Mumbai,1,1871.38,Summer
2021-01-29,P9548,Tops,M,Red,2,47,0,Mumbai,1,688.9,Festive
2021-01-29,P9639,Tops,XL,White,19,27,0,Hyderabad,0,917.55,Summer
2021-01-29,P4578,Jeans,XL,Green,4,93,0,Mumbai,0,494.95,Festive
2021-01-29,P3976,Dresses,S,Black,3,56,0,Mumbai,1,796.7,Festive
